<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
30.10.2020,16:46:00,114384,115227,107953,111344,34
30.10.2020,16:47:00,114733,115268,108263,111502,8
30.10.2020,16:48:00,110878,115255,107927,111834,47
30.10.2020,16:49:00,115008,115283,107981,111906,71
30.10.2020,16:50:00,111569,115298,107902,111577,78
30.10.2020,16:51:00,113081,115197,107926,113182,35
30.10.2020,16:52:00,114115,115296,107913,114513,84
30.10.2020,16:53:00,113572,115205,107997,111753,30
30.10.2020,16:54:00,112214,115018,107953,113753,23
30.10.2020,16:55:00,115180,115180,107980,111864,93
30.10.2020,16:56:00,110308,115265,107945,113115,24
30.10.2020,16:57:00,114680,115243,108536,109029,33
30.10.2020,16:58:00,110075,115154,107935,110914,1
30.10.2020,16:59:00,109226,115196,107915,109348,13
30.10.2020,17:00:00,114799,115165,108031,111209,64
30.10.2020,17:01:00,108004,115187,107962,114082,7
30.10.2020,17:02:00,109697,115219,108137,108958,45
30.10.2020,17:03:00,115264,115264,107967,113221,75
30.10.2020,17:04:00,110085,115055,107928,114608,55
30.10.2020,17:05:00,108425,115267,107978,110507,27
30.10.2020,17:06:00,111968,115295,107972,110903,33
30.10.2020,17:07:00,111651,115281,108020,108963,4
30.10.2020,17:08:00,110599,115287,107960,108267,50
30.10.2020,17:09:00,109683,114993,107919,111662,81
30.10.2020,17:10:00,113018,115267,107974,114196,42
30.10.2020,17:11:00,110004,115171,108040,114128,97
30.10.2020,17:12:00,107909,115117,107909,111750,40
30.10.2020,17:13:00,109535,114940,108031,111297,30
30.10.2020,17:14:00,108685,115126,107931,109921,41
30.10.2020,17:15:00,114248,115274,107985,109534,76
30.10.2020,17:16:00,113255,115202,108000,110068,60
30.10.2020,17:17:00,114656,115298,107932,112331,78
30.10.2020,17:18:00,111655,115133,108062,111311,59
30.10.2020,17:19:00,114407,115193,107943,109475,40
30.10.2020,17:20:00,110774,115154,107903,111934,74
30.10.2020,17:21:00,110100,115219,108109,113871,52
30.10.2020,17:22:00,112495,115203,108044,113837,70
30.10.2020,17:23:00,108861,115224,108059,111205,48
30.10.2020,17:24:00,111941,115277,107945,111802,95
30.10.2020,17:25:00,110514,115140,108101,113173,16
30.10.2020,17:26:00,110660,115210,107903,108462,48
30.10.2020,17:27:00,111621,115255,107937,109193,89
30.10.2020,17:28:00,109892,115161,108064,113949,79
30.10.2020,17:29:00,111405,115260,107922,108766,58
30.10.2020,17:30:00,110413,115286,108026,110607,11
30.10.2020,17:31:00,109087,115128,107922,114121,44
30.10.2020,17:32:00,115138,115138,108177,111350,47
30.10.2020,17:33:00,112304,115122,108341,112269,21
30.10.2020,17:34:00,114278,115173,107924,111115,87
30.10.2020,17:35:00,112239,115198,108112,108112,55
30.10.2020,17:36:00,113252,115235,108105,114942,28
30.10.2020,17:37:00,114465,115282,107971,112148,26
30.10.2020,17:38:00,112977,115258,108033,111085,59
30.10.2020,17:39:00,110522,115204,107926,111253,78
30.10.2020,17:40:00,109608,115226,108088,108439,82
30.10.2020,17:41:00,110422,115194,108217,112026,32
30.10.2020,17:42:00,108390,115258,108013,113978,61
30.10.2020,17:43:00,113700,115085,108125,111822,96
30.10.2020,17:44:00,114878,114888,107946,107946,83
30.10.2020,17:45:00,108514,114758,107966,113180,57
30.10.2020,17:46:00,111068,115229,107996,114103,73
30.10.2020,17:47:00,110004,115268,107915,112621,62
30.10.2020,17:48:00,111318,115256,107925,111635,42
30.10.2020,17:49:00,113003,115219,108136,115117,5
30.10.2020,17:50:00,110789,115285,107955,113276,22
30.10.2020,17:51:00,115278,115286,108144,112043,43
30.10.2020,17:52:00,108536,115272,108029,114701,11
30.10.2020,17:53:00,109804,114939,108082,113426,19
30.10.2020,17:54:00,111727,114919,107959,108048,93
30.10.2020,17:55:00,109152,115059,107913,114450,9
30.10.2020,17:56:00,110743,115134,108148,109900,87
30.10.2020,17:57:00,108747,115290,108138,111945,26
30.10.2020,17:58:00,114764,115131,108240,110316,63
30.10.2020,17:59:00,110110,114826,107925,114826,57
30.10.2020,18:00:00,115141,115277,108346,112219,31
30.10.2020,18:01:00,111045,115178,108118,108118,25
30.10.2020,18:02:00,114907,115285,108335,110270,17
30.10.2020,18:03:00,114412,115122,108097,109282,44
30.10.2020,18:04:00,108089,115204,108088,111661,48
30.10.2020,18:05:00,114726,115175,108083,114924,32
30.10.2020,18:06:00,113884,115047,107951,109056,27
30.10.2020,18:07:00,109440,115241,107986,107986,46
30.10.2020,18:08:00,114549,115208,107939,110194,98
30.10.2020,18:09:00,113673,115110,107973,113139,93
30.10.2020,18:10:00,111765,115092,107973,111392,15
30.10.2020,18:12:00,108231,115145,107902,108323,96
30.10.2020,18:13:00,109431,115270,108053,110630,56
30.10.2020,18:14:00,108383,115217,108383,114230,68
30.10.2020,18:15:00,113774,115216,108127,112709,56
30.10.2020,18:16:00,113647,115190,108368,112028,95
30.10.2020,18:17:00,114269,115242,108263,112776,69
30.10.2020,18:18:00,108066,115221,107980,109794,70
30.10.2020,18:19:00,114184,115294,107934,109543,93
30.10.2020,18:20:00,109859,115232,107947,112888,54
30.10.2020,18:21:00,109248,115196,107960,112587,79
30.10.2020,18:22:00,110603,115002,107936,114575,53
30.10.2020,18:23:00,109693,115120,107978,110293,37
30.10.2020,18:24:00,111829,115047,107978,111654,79
30.10.2020,18:25:00,110806,115292,107933,111582,45
30.10.2020,18:26:00,112195,115277,107949,109768,7
30.10.2020,18:27:00,113249,115243,108074,111231,92
30.10.2020,18:28:00,113760,115248,108007,109049,91
30.10.2020,18:29:00,111040,115153,107900,112054,90
30.10.2020,18:30:00,111759,115142,107925,115081,6
30.10.2020,18:31:00,110780,115095,108043,109152,23
30.10.2020,18:32:00,109205,115097,107929,110653,56
30.10.2020,18:33:00,110501,114921,108129,112027,49
30.10.2020,18:34:00,113437,115246,107975,111232,62
30.10.2020,18:35:00,115213,115262,108186,113925,4
30.10.2020,18:36:00,114243,115237,107913,113134,39
30.10.2020,18:37:00,115227,115227,107915,114807,87
30.10.2020,18:38:00,113825,115248,107987,109387,75
30.10.2020,18:39:00,114785,115214,107921,110648,61
30.10.2020,18:40:00,112897,115192,108006,111947,57
30.10.2020,18:41:00,114319,115286,108126,113292,11
30.10.2020,18:42:00,111867,115028,107938,114248,45
30.10.2020,18:43:00,114708,114964,107924,108912,70
30.10.2020,18:44:00,114386,115114,107990,110475,8
30.10.2020,18:45:00,111443,115246,108043,109197,62
30.10.2020,18:46:00,110086,115037,108005,114738,37
30.10.2020,18:47:00,112566,114908,108078,108824,72
30.10.2020,18:48:00,113770,115005,107928,113557,68
30.10.2020,18:49:00,112733,115205,108110,114549,74
30.10.2020,18:50:00,107991,114853,107991,108313,12
30.10.2020,18:51:00,113221,115185,108083,111976,67
30.10.2020,18:52:00,115214,115214,108018,110820,79
30.10.2020,18:53:00,108657,115205,108173,113955,88
30.10.2020,18:54:00,111907,115291,107925,112701,47
30.10.2020,18:55:00,110970,115125,107979,108899,11
30.10.2020,18:56:00,112005,115260,107930,109790,83
30.10.2020,18:57:00,114211,115292,107933,113369,70
30.10.2020,18:58:00,110894,115128,107945,109015,15
30.10.2020,18:59:00,114669,115236,108113,113992,48
30.10.2020,19:00:00,108663,115109,108077,113890,97
30.10.2020,19:01:00,110962,115140,107920,108617,81
30.10.2020,19:02:00,110716,115243,108045,113778,58
30.10.2020,19:03:00,115201,115201,107913,108685,37
30.10.2020,19:04:00,111558,115296,107981,114550,9
30.10.2020,19:05:00,111931,115257,108185,111044,43
30.10.2020,19:06:00,110340,115199,107947,111297,79
30.10.2020,19:07:00,113734,115206,107933,114048,42
30.10.2020,19:08:00,109297,115289,107904,110841,43
30.10.2020,19:09:00,113735,115208,108073,113127,64
30.10.2020,19:10:00,114456,115240,108047,114530,32
30.10.2020,19:11:00,114328,115163,107907,109105,27
30.10.2020,19:12:00,109908,115012,107910,110237,47
30.10.2020,19:13:00,114930,115150,107927,109860,9
30.10.2020,19:14:00,110742,115291,108212,112969,66
30.10.2020,19:15:00,112388,115230,108350,109625,91
30.10.2020,19:16:00,110256,115182,108028,110062,48
30.10.2020,19:17:00,115003,115003,108046,110382,46
30.10.2020,19:18:00,111872,115018,108022,113580,5
30.10.2020,19:19:00,112778,115267,108221,112267,42
30.10.2020,19:20:00,109948,115076,107979,111269,29
30.10.2020,19:21:00,110396,115145,107911,112810,62
30.10.2020,19:22:00,110243,115287,108096,109263,69
30.10.2020,19:23:00,112031,115089,108072,111244,35
30.10.2020,19:24:00,113988,115163,108076,112842,56
30.10.2020,19:25:00,110034,115216,108184,113388,46
30.10.2020,19:26:00,114670,115069,107937,114235,47
30.10.2020,19:27:00,111602,115178,107936,108201,54
30.10.2020,19:28:00,111036,115267,108315,115236,27
30.10.2020,19:29:00,112410,115232,108016,112329,75
30.10.2020,19:31:00,115099,115262,107908,109746,60
30.10.2020,19:32:00,110379,115258,107912,111199,66
30.10.2020,19:33:00,110039,115295,108036,110972,96
30.10.2020,19:34:00,113111,115188,108510,113111,57
30.10.2020,19:35:00,113975,115204,108005,108879,4
30.10.2020,19:36:00,111214,115186,107906,114574,28
30.10.2020,19:37:00,111795,115136,107967,110280,17
30.10.2020,19:38:00,114601,115240,107915,109570,88
30.10.2020,19:39:00,112345,115173,107901,114947,75
30.10.2020,19:40:00,112959,114788,107922,110199,64
30.10.2020,19:41:00,110577,115290,108293,111644,95
30.10.2020,19:42:00,114749,114900,107908,113991,71
30.10.2020,19:43:00,111838,115229,108109,109517,80
30.10.2020,19:44:00,109380,115166,107956,112640,90
30.10.2020,19:45:00,115280,115280,108041,110516,37
30.10.2020,19:46:00,113409,115258,107917,110978,88
30.10.2020,19:47:00,115210,115267,108427,111185,10
30.10.2020,19:48:00,114765,115128,108070,111178,65
30.10.2020,19:49:00,108253,115235,107985,112738,20
30.10.2020,19:50:00,109934,115180,108036,108600,10
30.10.2020,19:51:00,111577,115236,107900,108538,80
30.10.2020,19:52:00,112219,115197,107985,108893,86
30.10.2020,19:53:00,115146,115217,108028,108427,81
30.10.2020,19:54:00,113306,115298,107948,109020,7
30.10.2020,19:55:00,108004,115166,107968,108164,28
30.10.2020,19:56:00,115279,115279,107916,111373,67
30.10.2020,19:57:00,108022,115153,108022,115055,69
30.10.2020,19:58:00,112798,115215,108001,114046,86
30.10.2020,19:59:00,109102,115202,107986,112641,52
30.10.2020,20:00:00,108268,115035,108087,112074,93
02.11.2020,10:00:00,114177,115238,107906,109957,37
02.11.2020,10:01:00,111513,115244,107913,111574,44
02.11.2020,10:02:00,114053,115108,108073,113388,26
02.11.2020,10:03:00,111581,115057,107940,110097,31
02.11.2020,10:04:00,111427,114886,107922,109284,49
02.11.2020,10:05:00,111067,115291,107959,114777,50
02.11.2020,10:06:00,111214,115264,107943,113971,87
02.11.2020,10:07:00,111280,114937,108003,108568,63
02.11.2020,10:08:00,114681,115291,108280,114846,24
02.11.2020,10:09:00,115251,115261,107965,108591,11
02.11.2020,10:10:00,110456,114943,108075,110321,38
02.11.2020,10:11:00,111637,115261,107913,109342,15
02.11.2020,10:12:00,114791,115238,107990,114802,12
02.11.2020,10:13:00,114768,115275,108064,109637,84
02.11.2020,10:14:00,110237,115006,107990,111073,54
02.11.2020,10:15:00,111684,115171,108113,109351,39
02.11.2020,10:16:00,114019,115270,107949,107949,18
02.11.2020,10:17:00,110796,115291,108010,111345,41
02.11.2020,10:18:00,111545,114699,107972,111463,84
02.11.2020,10:19:00,112618,115177,108238,112429,15
02.11.2020,10:20:00,114557,115125,107905,109250,50
02.11.2020,10:21:00,113512,115244,108144,108659,59
02.11.2020,10:22:00,108124,115104,108031,109963,45
02.11.2020,10:23:00,113708,115014,108023,110469,65
02.11.2020,10:24:00,108768,115225,107974,115185,61
02.11.2020,10:25:00,109398,115283,108330,113005,98
02.11.2020,10:26:00,112249,114947,108021,110791,44
02.11.2020,10:27:00,109217,115194,107988,109159,27
02.11.2020,10:28:00,112236,115222,108028,111354,91
02.11.2020,10:29:00,115098,115267,108236,112726,58
02.11.2020,10:30:00,109838,115164,107911,113400,87
02.11.2020,10:31:00,113355,115123,108172,112563,88
02.11.2020,10:32:00,110148,115186,107968,113151,70
02.11.2020,10:33:00,111892,115052,108237,110316,62
02.11.2020,10:34:00,110505,115184,107916,110279,97
02.11.2020,10:35:00,112104,115276,107968,111031,71
02.11.2020,10:36:00,110654,115095,107902,111113,2
02.11.2020,10:37:00,112772,115125,108098,112986,25
02.11.2020,10:38:00,113473,115075,108272,112652,24
02.11.2020,10:39:00,109051,115247,108020,112295,25
02.11.2020,10:40:00,113448,115272,107954,110331,86
02.11.2020,10:41:00,108403,115102,107931,110511,1
02.11.2020,10:42:00,114884,115267,107924,115267,90
02.11.2020,10:43:00,112109,115253,107927,113253,61
02.11.2020,10:44:00,108244,115225,108046,115225,51
02.11.2020,10:45:00,111126,115202,108046,110530,78
02.11.2020,10:46:00,112219,115188,107912,109604,38
02.11.2020,10:47:00,110772,115148,108001,110226,31
02.11.2020,10:48:00,113768,115266,108001,108471,15
02.11.2020,10:49:00,112861,115186,107937,114764,32
02.11.2020,10:50:00,108327,115138,108036,110593,14
02.11.2020,10:51:00,109509,115003,108350,108350,77
02.11.2020,10:52:00,109911,115009,107928,114324,19
02.11.2020,10:53:00,114031,115260,107981,111021,26
02.11.2020,10:54:00,113373,115240,107982,111949,81
02.11.2020,10:55:00,111084,115282,108184,108616,93
02.11.2020,10:56:00,113733,115145,107926,112938,12
02.11.2020,10:57:00,108237,115254,107993,111028,9
02.11.2020,10:58:00,114015,115049,107920,112721,7
02.11.2020,10:59:00,114915,115283,107954,112549,16
02.11.2020,11:00:00,108678,115103,108284,113688,38
02.11.2020,11:01:00,108720,114881,108066,110015,92
02.11.2020,11:02:00,108538,115137,108028,111394,65
02.11.2020,11:03:00,109007,115262,107902,110109,77
02.11.2020,11:04:00,111646,115236,107933,114506,64
02.11.2020,11:05:00,113822,114970,107997,112364,44
02.11.2020,11:06:00,108163,115277,108086,109129,15
02.11.2020,11:07:00,108563,115296,107976,108366,82
02.11.2020,11:08:00,113689,115279,107988,111766,25
02.11.2020,11:09:00,113566,114955,107973,111629,71
02.11.2020,11:10:00,113027,115020,107921,107921,57
02.11.2020,11:11:00,114819,115202,107936,111207,64
02.11.2020,11:12:00,112633,114634,107946,109030,58
02.11.2020,11:13:00,109692,115294,108241,108800,44
02.11.2020,11:14:00,109146,115220,107989,107989,51
02.11.2020,11:15:00,111778,115233,108148,114037,19
02.11.2020,11:16:00,109682,115220,108125,113744,27
02.11.2020,11:17:00,111222,115165,107988,107988,59
02.11.2020,11:18:00,115223,115268,107974,113964,70
02.11.2020,11:19:00,115231,115251,108005,108405,64
02.11.2020,11:20:00,112313,115295,107972,110521,67
02.11.2020,11:21:00,114619,115297,107918,114411,16
02.11.2020,11:22:00,112961,115009,108064,111940,97
02.11.2020,11:23:00,114174,114989,108113,108797,46
02.11.2020,11:24:00,114724,115188,108083,108515,4
02.11.2020,11:25:00,111025,115219,108030,108308,11
02.11.2020,11:26:00,110423,115240,108104,110968,18
02.11.2020,11:27:00,110826,115296,108072,109993,44
02.11.2020,11:28:00,111683,115042,107940,107940,41
02.11.2020,11:29:00,115106,115123,108092,114182,43
02.11.2020,11:30:00,111341,115188,107910,112427,47
02.11.2020,11:31:00,109452,114995,107945,111514,28
02.11.2020,11:32:00,112706,115070,107995,114759,18
02.11.2020,11:33:00,115067,115292,107904,115292,23
02.11.2020,11:34:00,111708,115014,107954,110091,8
02.11.2020,11:35:00,114842,115255,108051,108623,49
02.11.2020,11:36:00,112097,115269,107957,113580,49
02.11.2020,11:37:00,110188,115284,108007,112383,23
02.11.2020,11:38:00,110687,115290,108270,114547,92
02.11.2020,11:39:00,109589,115164,107923,108489,11
02.11.2020,11:40:00,114390,115152,107920,112285,46
02.11.2020,11:41:00,109442,115097,107953,113296,31
02.11.2020,11:42:00,108438,115200,108052,113375,45
02.11.2020,11:43:00,114516,115052,107937,107937,48
02.11.2020,11:44:00,108733,115299,107964,112169,19
02.11.2020,11:45:00,109404,115232,107939,108210,89
02.11.2020,11:46:00,110186,115148,108014,110507,31
02.11.2020,11:47:00,110766,114967,108166,108256,75
02.11.2020,11:48:00,108777,115278,108017,108063,97
02.11.2020,11:49:00,112096,115138,108035,109772,34
02.11.2020,11:50:00,112905,115230,107930,111325,73
02.11.2020,11:51:00,110987,115265,107933,109832,24
02.11.2020,11:52:00,113459,114876,107954,111697,68
02.11.2020,11:53:00,115117,115204,107964,110843,13
02.11.2020,11:54:00,108597,115294,107956,111488,23
02.11.2020,11:55:00,114848,115204,108075,111687,70
02.11.2020,11:56:00,109309,115282,108105,112853,27
02.11.2020,11:57:00,112776,115233,107953,112186,92
02.11.2020,11:58:00,115159,115266,107943,114553,50
02.11.2020,11:59:00,111479,115249,107995,110601,68
02.11.2020,12:00:00,110166,115259,108110,108110,10
02.11.2020,12:01:00,109623,115235,107944,109194,64
02.11.2020,12:02:00,111689,115193,107910,112937,26
02.11.2020,12:04:00,113190,115294,107915,113691,50
02.11.2020,12:05:00,114171,115194,107997,115194,10
02.11.2020,12:06:00,112866,115260,108029,110137,46
02.11.2020,12:07:00,113620,114977,107935,108288,73
02.11.2020,12:08:00,111201,115175,107948,109693,21
02.11.2020,12:09:00,115070,115212,108060,114643,56
02.11.2020,12:10:00,108971,115293,108292,111609,47
02.11.2020,12:11:00,108783,115222,108006,113724,12
02.11.2020,12:12:00,111761,115100,108034,108192,58
02.11.2020,12:13:00,111796,115161,107933,108487,26
02.11.2020,12:14:00,108415,115185,108269,114484,90
02.11.2020,12:15:00,111025,115027,108059,109664,42
02.11.2020,12:16:00,115251,115251,107935,108653,2
02.11.2020,12:17:00,109719,115217,108014,113588,62
02.11.2020,12:18:00,113164,115205,107977,111902,51
02.11.2020,12:19:00,113862,115282,107938,112013,97
02.11.2020,12:20:00,108548,115271,108046,109360,44
02.11.2020,12:21:00,109572,115130,107949,114183,12
02.11.2020,12:22:00,108036,115268,108036,109212,50
02.11.2020,12:23:00,109352,115238,107947,109840,89
02.11.2020,12:24:00,113475,115131,108179,113827,44
02.11.2020,12:25:00,113865,115223,107903,108883,81
02.11.2020,12:26:00,112862,115272,108036,114501,24
02.11.2020,12:27:00,113035,115212,108117,114095,7
02.11.2020,12:28:00,108094,115209,107937,115209,73
02.11.2020,12:29:00,111047,115227,107928,109446,39
02.11.2020,12:30:00,111768,115098,107929,107941,30
02.11.2020,12:31:00,113032,114829,108033,109372,51
02.11.2020,12:32:00,114590,115020,107985,111316,86
02.11.2020,12:33:00,109277,115040,108224,110079,81
02.11.2020,12:34:00,113384,115165,107990,110034,16
02.11.2020,12:36:00,112439,115258,107903,111710,13
02.11.2020,12:37:00,110487,115286,107918,112076,1
02.11.2020,12:38:00,111003,115227,108057,109381,19
02.11.2020,12:39:00,110965,115273,107935,111550,47
02.11.2020,12:40:00,111785,115298,107901,111823,69
02.11.2020,12:41:00,114125,115268,108055,109361,61
02.11.2020,12:42:00,113370,115190,108000,109855,33
02.11.2020,12:43:00,113445,115119,107925,110945,63
02.11.2020,12:44:00,110396,115295,107963,114967,45
02.11.2020,12:45:00,113381,115265,107946,110039,53
02.11.2020,12:46:00,111269,115226,108015,115226,7
02.11.2020,12:47:00,114755,115086,108118,111911,51
02.11.2020,12:48:00,109439,115214,108000,110545,26
02.11.2020,12:49:00,110171,115120,108068,112048,8
02.11.2020,12:50:00,111405,115291,107937,110989,36
02.11.2020,12:51:00,110724,115290,107975,115012,30
02.11.2020,12:52:00,111910,115273,108352,109849,5
02.11.2020,12:53:00,114698,114920,107911,113644,1
02.11.2020,12:54:00,109552,115205,107992,108123,22
02.11.2020,12:55:00,108261,115057,108193,109758,12
02.11.2020,12:56:00,112716,115010,108047,113265,90
02.11.2020,12:57:00,110839,115007,108027,109151,53
02.11.2020,12:58:00,113184,115287,108071,108183,26
02.11.2020,12:59:00,110181,115264,107903,112102,14
02.11.2020,13:00:00,112175,115273,107982,109061,58
02.11.2020,13:01:00,109722,115265,108002,114394,34
02.11.2020,13:02:00,111503,115234,107969,114850,38
02.11.2020,13:03:00,110730,115250,108077,108517,93
02.11.2020,13:04:00,114521,115156,107940,110271,32
02.11.2020,13:05:00,112386,115290,108436,113938,43
02.11.2020,13:06:00,113246,115084,108281,113082,79
02.11.2020,13:07:00,114583,114777,108113,108939,9
02.11.2020,13:08:00,111571,115276,107938,108379,96
02.11.2020,13:09:00,108859,115287,107928,114015,94
02.11.2020,13:10:00,114193,115230,108039,114904,95
02.11.2020,13:11:00,111620,115162,107922,112759,98
02.11.2020,13:12:00,111767,115122,108100,109035,7
02.11.2020,13:13:00,114100,115015,107938,108107,24
02.11.2020,13:14:00,108561,115290,107910,108758,33
02.11.2020,13:15:00,110089,115299,107972,112052,18
02.11.2020,13:16:00,108953,115241,108007,114191,60
02.11.2020,13:17:00,109478,115191,107919,114304,13
02.11.2020,13:18:00,114756,115250,108180,111147,60
02.11.2020,13:19:00,108965,115079,107904,110000,92
02.11.2020,13:20:00,113960,115288,108066,114281,9
02.11.2020,13:21:00,111356,115243,108100,111698,34
02.11.2020,13:22:00,110554,115299,108062,111675,51
02.11.2020,13:23:00,109421,115270,108069,112348,46
02.11.2020,13:24:00,111158,115148,107995,111481,86
02.11.2020,13:25:00,109569,115258,107919,111968,40
02.11.2020,13:26:00,111426,115234,108261,108701,4
02.11.2020,13:27:00,114029,114972,107949,112338,35
02.11.2020,13:28:00,112173,115235,107966,114083,50
02.11.2020,13:29:00,109816,115242,107979,112494,50
02.11.2020,13:30:00,111821,115184,108015,112196,71
02.11.2020,13:31:00,113933,115279,108069,113263,80
02.11.2020,13:32:00,112676,115252,108014,112682,54
02.11.2020,13:33:00,113482,115262,107919,108109,7
02.11.2020,13:34:00,114036,115015,107945,109658,73
02.11.2020,13:35:00,110648,115241,108094,112948,98
02.11.2020,13:36:00,112751,115266,107935,113297,96
02.11.2020,13:37:00,111673,115255,108365,110504,80
02.11.2020,13:38:00,108148,115068,107965,113848,85
02.11.2020,13:39:00,112750,114991,107981,114721,41
02.11.2020,13:40:00,110289,115084,108172,108189,37
02.11.2020,13:41:00,112461,114691,107971,110118,8
02.11.2020,13:42:00,112256,115215,107946,112863,93
02.11.2020,13:43:00,110906,115085,107919,108847,52
02.11.2020,13:44:00,114996,115206,107953,114287,58
02.11.2020,13:45:00,113407,115239,107912,114247,38
02.11.2020,13:46:00,113734,115137,107983,110588,97
02.11.2020,13:47:00,112242,115289,108029,112274,36
02.11.2020,13:48:00,109095,115101,108216,113103,51
02.11.2020,13:49:00,108389,115271,107981,110784,60
02.11.2020,13:50:00,114764,115253,108124,109883,11
02.11.2020,13:51:00,110023,115215,108268,112311,45
02.11.2020,13:52:00,112824,115194,108100,110346,5
02.11.2020,13:53:00,109123,115117,108016,108016,16
02.11.2020,13:54:00,110820,115245,107969,108381,76
02.11.2020,13:55:00,110628,115033,108008,109623,71
02.11.2020,13:56:00,109195,115121,108017,108593,35
02.11.2020,13:57:00,115250,115250,108062,111500,17
02.11.2020,13:58:00,112909,115242,108158,111485,56
02.11.2020,13:59:00,111477,115042,108018,110341,33
02.11.2020,14:00:00,108516,114919,107975,109775,2
02.11.2020,14:01:00,113912,115286,107980,108834,25
02.11.2020,14:02:00,108259,115276,108188,112681,96
02.11.2020,14:03:00,109262,115185,107913,111694,71
02.11.2020,14:04:00,114421,115232,107941,113256,64
02.11.2020,14:05:00,111376,115297,107906,109893,2
02.11.2020,14:06:00,110511,115211,107987,110432,32
02.11.2020,14:07:00,110941,115172,108161,108381,71
02.11.2020,14:08:00,108296,115275,107989,112365,37
02.11.2020,14:09:00,114922,115189,108421,112099,14
02.11.2020,14:10:00,110529,115133,108033,114371,56
02.11.2020,14:11:00,111586,115242,108229,108246,45
02.11.2020,14:12:00,114949,115176,108038,114094,63
02.11.2020,14:13:00,111226,115215,108031,108380,58
02.11.2020,14:14:00,110584,115250,108445,112686,52
02.11.2020,14:15:00,114411,115262,107918,111592,89
02.11.2020,14:16:00,111548,115202,107991,109214,55
02.11.2020,14:17:00,110732,115269,107914,109705,21
02.11.2020,14:18:00,114815,115118,108064,112586,55
02.11.2020,14:19:00,108536,114890,107911,108843,53
02.11.2020,14:20:00,114976,114976,107905,112392,7
02.11.2020,14:21:00,110515,115180,108253,113406,56
02.11.2020,14:22:00,111288,115288,108040,110875,5
02.11.2020,14:23:00,111410,115147,108112,108112,97
02.11.2020,14:24:00,111185,115097,108221,113991,60
02.11.2020,14:25:00,109944,115227,108050,108050,47
02.11.2020,14:26:00,114211,114884,107916,113108,60
02.11.2020,14:27:00,115114,115231,107920,109308,32
02.11.2020,14:28:00,108814,115218,107983,109011,38
02.11.2020,14:29:00,111192,115241,107975,115240,53
02.11.2020,14:30:00,114517,115271,107925,110889,45
02.11.2020,14:31:00,114709,114918,107960,113695,96
02.11.2020,14:32:00,111648,115257,108121,113581,88
02.11.2020,14:33:00,112010,114992,108024,108675,22
02.11.2020,14:34:00,111102,115132,107914,115061,5
02.11.2020,14:35:00,112731,114940,107965,114857,51
02.11.2020,14:36:00,112052,115259,107977,109458,18
02.11.2020,14:37:00,109637,115124,108062,115008,44
02.11.2020,14:38:00,112826,115270,108122,112170,89
02.11.2020,14:39:00,110658,114722,107980,112492,13
02.11.2020,14:40:00,110359,115137,107918,114663,56
02.11.2020,14:41:00,112416,115297,107909,114446,62
02.11.2020,14:42:00,111418,115299,107991,108892,25
02.11.2020,14:43:00,112581,115261,108024,112998,77
02.11.2020,14:44:00,107935,115291,107935,112242,64
02.11.2020,14:45:00,109967,115174,108163,109323,58
02.11.2020,14:46:00,109669,115235,108058,111859,25
02.11.2020,14:48:00,114780,115032,107924,114050,46
02.11.2020,14:49:00,113213,115283,108189,111440,96
02.11.2020,14:50:00,108613,115249,107951,112638,62
02.11.2020,14:51:00,112591,115273,107968,108834,14
02.11.2020,14:52:00,114159,115262,107943,111382,61
02.11.2020,14:53:00,111363,114966,108192,108985,5
02.11.2020,14:54:00,112424,115240,107902,110837,40
02.11.2020,14:55:00,113334,115213,107972,115030,52
02.11.2020,14:56:00,111962,115150,108330,110948,53
02.11.2020,14:57:00,108619,115253,108247,110112,4
02.11.2020,14:58:00,107955,115271,107955,112696,70
02.11.2020,14:59:00,108816,115255,107935,113477,98
02.11.2020,15:00:00,115191,115191,108199,108731,2
02.11.2020,15:01:00,114125,115137,108177,112934,64
02.11.2020,15:02:00,113364,115251,108013,112272,73
02.11.2020,15:03:00,107962,115292,107962,113344,86
02.11.2020,15:04:00,113982,115289,108038,108038,13
02.11.2020,15:05:00,110749,115297,108145,111333,92
02.11.2020,15:06:00,109767,115126,108174,108245,77
02.11.2020,15:07:00,113778,115129,107990,109184,65
02.11.2020,15:08:00,113124,115132,107969,111925,53
02.11.2020,15:09:00,108014,115173,108014,112622,29
02.11.2020,15:10:00,110730,115133,107960,108222,98
02.11.2020,15:11:00,109703,115034,108054,115023,12
02.11.2020,15:12:00,113096,115139,107904,110400,67
02.11.2020,15:13:00,113277,114990,107910,114499,6
02.11.2020,15:14:00,111316,115287,108005,111269,67
02.11.2020,15:15:00,110413,115224,108017,113910,22
02.11.2020,15:16:00,108595,115210,108127,110043,19
02.11.2020,15:17:00,110307,115253,108328,110635,92
02.11.2020,15:18:00,109763,115255,107972,110812,45
02.11.2020,15:19:00,111074,115288,108088,108255,71
02.11.2020,15:20:00,115163,115257,108025,109236,62
02.11.2020,15:21:00,111137,115284,108168,115284,79
02.11.2020,15:22:00,115297,115297,108251,115200,54
02.11.2020,15:23:00,111319,115112,107952,109958,88
02.11.2020,15:24:00,111916,115209,108594,114811,72
02.11.2020,15:25:00,108820,115145,107963,110731,87
